KeyTerm,Sentence,System1,System2,Reverse,SentenceNumber,text1,text2
hotel,"Larger , higher-priced hotels may provide additional guest facilities such as a swimming pool , business centre -lrb- with computers , printers , and other office equipment -rrb- , childcare , conference and event facilities , tennis or basketball courts , gymnasium , restaurants , day spa , and social function services .","Relation: provide, Related to: additional guest facilities such as a swimming pool , business centre -lrb- with computers , printers , and other office equipment -rrb- , childcare , conference and event facilities , tennis or basketball courts , gymnasium , restaurants , day spa , and social function services","Relation: is a, Related to: higher-priced , and other office equipment -rrb- , childcare , conference and event facilities , tennis or basketball courts , gymnasium , restaurants , day spa , and social function services<br/>Relation: is defined as, Related to: provide additional guest facilities such<br/>Relation: is part of, Related to: as<br/>Relation: is part of, Related to: a swimming pool , business centre",1,4,,
earplug,"== protection from water == some earplugs are primarily designed to keep water out of the ear canal , especially during swimming and water sports .","Relation: is a, Related to: ==<br/>Relation: is a, Related to: primarily designed to keep water out of the ear canal , especially during<br/>Relation: is defined as, Related to: swimming and water sports","Relation: are, Related to: primarily<br/>Relation: designed, Related to: to keep water out of the ear canal , especially during swimming and water sports<br/>Relation: keep, Related to: water",0,2,,
holiday,"A holiday is a day set aside by custom or by law on which normal activities , especially business or work including school , are suspended or reduced .","Relation: is, Related to: a day set aside by custom or by law","Relation: is a, Related to: a day set aside by custom or by law on which normal activities , especially business or work including<br/>Relation: is a, Related to: suspended or reduced",1,1,,
riot,"Riots typically involve theft , vandalism , and destruction of property , public or private .","Relation: involve, Related to: theft , vandalism , and destruction of property , public or private","Relation: is part of, Related to: typically<br/>Relation: is defined as, Related to: theft , vandalism , and destruction of property , public or private",1,2,,
dehumidifiers,"Large dehumidifiers are used in commercial buildings such as indoor ice rinks and swimming pools , as well as manufacturing plants or storage warehouses .","Relation: used, Related to: in commercial buildings such as indoor ice rinks and swimming pools , as well as manufacturing plants or storage warehouses","Relation: is a, Related to: commercial buildings such as ice rinks and swimming pools , as well as<br/>Relation: has the property, Related to: indoor<br/>Relation: is defined as, Related to: manufacturing plants or storage warehouses",1,3,,
sweden,"Sweden -lrb- swedish : sverige -lsb- svrj -rsb- -lrb- listen -rrb- -rrb- , officially the kingdom of sweden -lrb- swedish : konungariket sverige -rrb- , is a scandinavian nordic country in northern europe .","Relation: is a, Related to: sverige -lsb- svrj -rrb- -rrb- , officially the kingdom of sweden -lrb- : konungariket<br/>Relation: is a, Related to: a scandinavian nordic country in northern europe","Relation: is, Related to: a scandinavian nordic country in northern europe",0,1,,
3rd,"Shortly after the song was written , the block between 3rd and lexington avenues was cleared to make way for one of manhattan 's tallest skyscrapers , the citigroup center .","Relation: was, Related to: cleared<br/>Relation: cleared, Related to: to make way for one of manhattan 's tallest skyscrapers<br/>Relation: make, Related to: way for one of manhattan 's tallest skyscrapers","Relation: is a, Related to: written , the block between 3rd cleared make way for one of manhattan 's tallest skyscrapers , the citigroup center<br/>Relation: is defined as, Related to: and",1,4,,
coven,"== neopaganism == in wicca and other similar forms of modern neopagan witchcraft , such as stregheria and feri , a coven is a gathering or community of witches , much like a congregation in christian parlance .","Relation: is, Related to: a gathering or community of witches , much like a congregation in christian parlance","Relation: is defined as, Related to: neopaganism == similar<br/>Relation: is part of, Related to: in modern neopagan<br/>Relation: is a, Related to: a gathering or community of witches , much like a congregation in christian parlance",1,3,,
explorer,"In human history , its most dramatic rise was during the age of discovery when european explorers sailed and charted much of the rest of the world for a variety of reasons .","Relation: is defined as, Related to: its of discovery when european explorers sailed and much rest world for a variety of reasons<br/>Relation: is a, Related to: during age","Relation: charted, Related to: much of the rest of the world for a variety of reasons",0,3,,
novel,"A novel is a relatively long work of narrative fiction , normally written in prose form , and which is typically published as a book .","Relation: is a, Related to: a relatively long work of narrative fiction , normally written in prose form , and which<br/>Relation: is a, Related to: typically published as a book","Relation: is, Related to: a relatively long work of narrative fiction<br/>Relation: is, Related to: as a book<br/>Relation: published, Related to: as a book",0,1,,
politician,"In democratic countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or have been otherwise removed from office .","Relation: has the property, Related to: democratic have been otherwise removed from office<br/>Relation: is a, Related to: countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or","Relation: seek, Related to: elective positions within a government through elections<br/>Relation: been, Related to: from office",0,2,,
chemical,"Chemical elements may or may not be included in the definition , depending on expert viewpoint.chemical substances are often called ` pure ' to set them apart from mixtures .","Relation: may, Related to: in the definition<br/>Relation: may, Related to: in the definition<br/>Relation: be, Related to: included<br/>Relation: included, Related to: in the definition<br/>Relation: depending, Related to: on expert viewpoint.chemical substances<br/>Relation: are, Related to: pure","Relation: has the property, Related to: not in the on<br/>Relation: is a, Related to: included definition , depending often called ` pure ' to set them apart from mixtures",1,4,,
magnesium,Magnesium is a chemical element with symbol mg and atomic number 12 .,"Relation: is a, Related to: a chemical element with symbol mg and atomic number 12","Relation: is, Related to: a chemical element with symbol mg and atomic number 12",0,1,,
landing,"== aircraft == aircraft usually land at an airport on a firm runway or helicopter landing pad , generally constructed of asphalt concrete , concrete , gravel or grass .","Relation: is used for, Related to: == aircraft<br/>Relation: is defined as, Related to: == aircraft usually land at an airport , gravel or grass<br/>Relation: is a, Related to: asphalt concrete , concrete","Relation: constructed, Related to: of asphalt concrete , concrete , gravel or grass",0,4,,
dress,A dress -lrb- also known as a frock or a gown -rrb- is a garment consisting of a skirt with an attached bodice -lrb- or a matching bodice giving the effect of a one-piece garment -rrb- .,"Relation: is a, Related to: dress -lrb- also known as a frock or a gown -rrb-<br/>Relation: is a, Related to: a garment consisting of a skirt with an attached bodice -lrb- or a matching bodice giving the effect of a one-piece garment -rrb-","Relation: known, Related to: as a frock or a gown -rrb-<br/>Relation: is, Related to: a garment consisting of a skirt with an attached bodice -lrb- or a matching bodice",0,1,,
chalk,"Chalk is a soft , white , porous , sedimentary carbonate rock , a form of limestone composed of the mineral calcite .","Relation: is a, Related to: a soft , white , porous , sedimentary carbonate rock , a form of limestone composed of the mineral calcite","Relation: is, Related to: a soft , white , porous , sedimentary carbonate rock , a form of limestone",0,1,,
infection,"Infections are caused by infectious agents including viruses , viroids , prions , bacteria , nematodes such as parasitic roundworms and pinworms , arthropods such as ticks , mites , fleas , and lice , fungi such as ringworm , and other macroparasites such as tapeworms and other helminths .","Relation: caused, Related to: by infectious agents including viruses , viroids , prions , bacteria , nematodes such as parasitic roundworms and pinworms , arthropods such as ticks , mites , fleas , and lice , fungi such as ringworm , and other macroparasites such as tapeworms and other helminths","Relation: is a, Related to: caused , prions ,<br/>Relation: has the property, Related to: by infectious agents including viruses ,<br/>Relation: is defined as, Related to: nematodes such as parasitic roundworms and pinworms , arthropods such as ticks , mites , fleas , and lice , fungi such as ringworm , and other macroparasites such as tapeworms and other helminths",1,3,,
vice,"In more minor usage , vice can refer to a fault , a negative character trait , a defect , an infirmity , or a bad or unhealthy habit -lrb- such as an addiction to smoking -rrb- .","Relation: is a, Related to: usage<br/>Relation: has the property, Related to: a fault<br/>Relation: is used for, Related to: a<br/>Relation: causes, Related to: negative character trait , a defect , an infirmity , or a bad or unhealthy habit -lrb- such as an addiction to smoking -rrb-","Relation: refer, Related to: to a fault , a negative character trait , a defect , an infirmity , or a bad or unhealthy habit -lrb- such as an addiction to smoking -rrb-",0,2,,
petal,"Petals are usually accompanied by another set of special leaves called sepals , that collectively form the calyx and lie just beneath the corolla .","Relation: is a, Related to: usually accompanied by another set of special leaves called sepals , that collectively form the calyx and lie just beneath the corolla","Relation: are, Related to: by another set of special leaves<br/>Relation: accompanied, Related to: by another set of special leaves",0,4,,
odds,"Odds are expressed in several ways -lrb- see below -rrb- , and sometimes the term is used incorrectly to mean simply the probability of an event .","Relation: are, Related to: expressed<br/>Relation: expressed, Related to: in several ways -lrb-","Relation: is a, Related to: expressed<br/>Relation: has the property, Related to: in several ways -lrb- see below -rrb- , and<br/>Relation: is used for, Related to: to mean simply the probability of an event",1,4,,
infection,"Infection is the invasion of an organism 's body tissues by disease-causing agents , their multiplication , and the reaction of host tissues to the infectious agents and the toxins they produce .","Relation: is defined as, Related to: invasion of an organism 's body tissues by disease-causing agents , their multiplication , and the reaction of host tissues to the infectious agents and the toxins they produce","Relation: is, Related to: the invasion of an organism 's body tissues by disease - causing agents , their multiplication , and the reaction of host tissues to the infectious agents and the toxins",0,1,,
glitter,"Since prehistoric times , glitter has been made from many different materials including stones such as malachite , and mica , as well as insects and glass .","Relation: has, Related to: from many different materials including stones such as malachite , and mica , as well as insects and glass<br/>Relation: been, Related to: made<br/>Relation: made, Related to: from many different materials including stones such as malachite , and mica , as well as insects and glass<br/>Relation: mica, Related to: as","Relation: is a, Related to: prehistoric , has been<br/>Relation: has the property, Related to: from many different materials including stones such<br/>Relation: is part of, Related to: as malachite ,<br/>Relation: is defined as, Related to: and , well as insects and glass",1,4,,
pie,"A filled pie -lrb- also single-crust or bottom-crust -rrb- , has pastry lining the baking dish , and the filling is placed on top of the pastry but left open .","Relation: has, Related to: pastry lining the baking dish","Relation: is a, Related to: A filled pie -lrb- also single-crust or bottom-crust -rrb- , has pastry lining the baking dish<br/>Relation: is a, Related to: placed top but left<br/>Relation: has the property, Related to: on of the pastry open",1,3,,
diner,"A diner is a small restaurant found predominantly in the northeastern united states and midwestern united states , as well as in other parts of the us , canada , and parts of western europe .","Relation: is, Related to: a small restaurant found predominantly in the northeastern united states and midwestern united states , as well as in other parts of the us , canada , and parts of western europe","Relation: is a, Related to: a small restaurant found predominantly in the northeastern united states and midwestern united states , as well as in other parts<br/>Relation: is defined as, Related to: us , canada and",1,1,,
eating,"Eating -lrb- also known as consuming -rrb- is the ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth .","Relation: is a, Related to: known consuming<br/>Relation: is defined as, Related to: ingestion of food , typically to provide a heterotrophic organism with energy and to allow for growth","Relation: known, Related to: as consuming -rrb-<br/>Relation: consuming, Related to: -rrb-<br/>Relation: is, Related to: the ingestion of food , typically to provide a heterotrophic organism with energy",0,1,,
asphalt,"Asphalt , also known as bitumen -lrb- uk : , us : -rrb- , is a sticky , black , and highly viscous liquid or semi-solid form of petroleum .","Relation: is defined as, Related to: bitumen uk : , :<br/>Relation: is a, Related to: a sticky , black , and highly viscous liquid or semi-solid form of petroleum","Relation: known, Related to: as bitumen -lrb- uk<br/>Relation: is, Related to: a sticky , black , and highly viscous liquid or semi - solid form of petroleum",0,1,,
incineration,Incineration is a waste treatment process that involves the combustion of organic substances contained in waste materials .,"Relation: is, Related to: a waste treatment process that involves the combustion of organic substances","Relation: is a, Related to: a waste treatment process that involves the combustion of organic substances contained in waste materials",1,1,,
idea,"In philosophy , ideas are usually taken as mental representational images of some object .","Relation: are, Related to: as mental representational images of some object<br/>Relation: taken, Related to: as mental representational images of some object","Relation: is a, Related to: usually taken as mental representational of object<br/>Relation: has the property, Related to: images some",1,1,,
navigator,"The navigator is in charge of maintaining the aircraft or ship 's nautical charts , nautical publications , and navigational equipment , and he/she generally has responsibility for meteorological equipment and communications .","Relation: is, Related to: in charge of maintaining the aircraft or ship 's nautical charts , nautical publications , and navigational equipment<br/>Relation: maintaining, Related to: the aircraft or ship 's nautical charts , nautical publications , and navigational equipment","Relation: is a, Related to: in charge of ship 's<br/>Relation: has the property, Related to: maintaining the aircraft or<br/>Relation: is defined as, Related to: nautical charts , nautical publications , and navigational equipment , and he/she generally has responsibility for meteorological equipment and communications",1,4,,
magnetization,"The origin of the magnetic moments responsible for magnetization can be either microscopic electric currents resulting from the motion of electrons in atoms , or the spin of the electrons or the nuclei .","Relation: can, Related to: be<br/>Relation: be, Related to: either microscopic electric currents resulting from the motion of electrons in atoms , or the spin of the electrons or the nuclei","Relation: causes, Related to: either microscopic electric currents from the motion of electrons in atoms , or electrons or the nuclei",1,2,,
competition,"Competition is , in general , a contest or rivalry between two or more entities , organisms , animals , individuals , economic groups or social groups , etc. , for territory , a niche , for scarce resources , goods , for mates , for prestige , recognition , for awards , for group or social status , or for leadership and profit .","Relation: is, Related to: in general","Relation: is a, Related to: in general , a contest or between two or more entities , organisms<br/>Relation: has the property, Related to: rivalry<br/>Relation: is defined as, Related to: animals , individuals , economic groups or social groups , etc. , for territory , a niche , for scarce resources , goods , mates , , recognition , group or social status , or leadership and profit<br/>Relation: causes, Related to: prestige for awards , for for",1,1,,
astronaut,"An astronaut or cosmonaut is a person trained by a human spaceflight program to command , pilot , or serve as a crew member of a spacecraft .","Relation: is, Related to: a person trained by a human spaceflight program to command , pilot , or serve as a crew member of a spacecraft<br/>Relation: serve, Related to: as a crew member of a spacecraft","Relation: is a, Related to: a person trained by a human spaceflight program to command , pilot , or serve as a crew member of a spacecraft",1,1,,
bedding,"Bedding , also known as bedclothes or bed linen , is the materials laid above the mattress of a bed for hygiene , warmth , protection of the mattress , and decorative effect .","Relation: known, Related to: as bedclothes or bed linen<br/>Relation: is, Related to: the materials laid above the mattress of a bed for hygiene , warmth , protection of the mattress , and decorative effect","Relation: is defined as, Related to: bedclothes or bed linen materials laid above the mattress of a bed for hygiene , warmth , protection mattress , and decorative effect",1,1,,
vaccine,"Vaccines can be prophylactic -lrb- example : to prevent or ameliorate the effects of a future infection by a natural or `` wild '' pathogen -rrb- , or therapeutic -lrb- e.g. , vaccines against cancer are being investigated -rrb- .","Relation: has the property, Related to: example prevent<br/>Relation: is a, Related to: to<br/>Relation: is defined as, Related to: or ameliorate the effects of a future infection by a natural or `` wild '' pathogen -rrb- , or therapeutic -lrb- e.g. ,<br/>Relation: causes, Related to: being investigated -rrb-","Relation: can, Related to: be<br/>Relation: be, Related to: prophylactic -lrb- example<br/>Relation: ameliorate, Related to: the effects of a future infection by a natural or `` wild '' pathogen -rrb- , or therapeutic -lrb-<br/>Relation: are, Related to: being<br/>Relation: being, Related to: investigated -rrb-<br/>Relation: investigated, Related to: -rrb-",0,4,,
graveyard,"The term graveyard is often used interchangeably with cemetery , but a graveyard primarily refers to a burial ground within a churchyard.the intact or cremated remains of people may be interred in a grave , commonly referred to as burial , or in a tomb , an `` above-ground grave '' -lrb- resembling a sarcophagus -rrb- , a mausoleum , columbarium , niche , or other edifice .","Relation: is a, Related to: often used interchangeably with cemetery , but a graveyard primarily refers to a burial ground within a churchyard.the intact or cremated remains of people may be interred in to burial , or in a tomb<br/>Relation: has the property, Related to: a grave , commonly referred as<br/>Relation: is defined as, Related to: an `` above-ground grave '' -lrb- resembling a sarcophagus -rrb- , a mausoleum , columbarium , niche , or other edifice","Relation: is, Related to: with cemetery<br/>Relation: used, Related to: with cemetery<br/>Relation: refers, Related to: to a burial ground within a churchyard.the intact<br/>Relation: cremated, Related to: remains of people<br/>Relation: interred, Related to: in a grave",0,3,,
gale,"In the united states , a gale warning is specifically a maritime warning ; the land-based equivalent in national weather service warning products is a wind advisory .","Relation: is a, Related to: specifically a maritime warning ; the land-based equivalent in national weather<br/>Relation: is a, Related to: a wind advisory","Relation: is, Related to: a maritime warning",0,4,,
megaphone,"A megaphone increases the volume of sound by increasing the acoustic impedance seen by the vocal cords , matching the impedance of the vocal cords to the air , so that more sound power is radiated .","Relation: is defined as, Related to: sound by increasing the acoustic impedance seen by vocal cords impedance vocal cords air , sound<br/>Relation: is a, Related to: radiated","Relation: increases, Related to: the volume of sound",0,3,,
menhaden,"Menhaden is a blend of poghaden -lrb- pogy for short -rrb- and an algonquian word akin to narragansett munnawhatteag , derived from munnohquohteau ` he fertilizes ' , referring to their use of the fish as fertilizer .","Relation: is a, Related to: a blend of poghaden -lrb- pogy for short -rrb- and an algonquian word akin to narragansett munnawhatteag , derived from munnohquohteau ` he fertilizes ' , referring to their use of the fish as fertilizer","Relation: is, Related to: a blend of poghaden -lrb- pogy for short -rrb- and an algonquian word akin to narragansett munnawhatteag",0,2,,
packaging,"Packaging is the science , art and technology of enclosing or protecting products for distribution , storage , sale , and use .","Relation: is defined as, Related to: science , art and technology of enclosing or protecting products for distribution , storage , sale , and use","Relation: is, Related to: the science , art and technology of enclosing or protecting products for distribution , storage , sale , and use<br/>Relation: protecting, Related to: products for distribution , storage , sale , and use",0,1,,
visibility,"In meteorology , visibility is a measure of the distance at which an object or light can be clearly discerned .","Relation: is a, Related to: a measure of the distance at which an object or<br/>Relation: has the property, Related to: clearly discerned","Relation: is, Related to: a measure of the distance",0,1,,
joint,Other joints such as sutures between the bones of the skull permit very little movement -lrb- only during birth -rrb- in order to protect the brain and the sense organs .,"Relation: permit, Related to: very little movement -lrb-","Relation: has the property, Related to: such<br/>Relation: is defined as, Related to: bones of skull permit very little movement -lrb- only during birth -rrb- in order to protect the brain and the sense organs",1,4,,
tangerine,The tangerine -lrb- citrus tangerina -rrb- is a group of orange-colored citrus fruit consisting of hybrids of mandarin orange -lrb- citrus reticulata -rrb- .,"Relation: is, Related to: a group of orange - colored citrus fruit","Relation: is a, Related to: citrus tangerina<br/>Relation: is a, Related to: a group of orange-colored citrus fruit consisting of hybrids of mandarin orange -lrb- citrus reticulata -rrb-",1,1,,
popliteus,"The popliteus muscle in the leg is used for unlocking the knees when walking , by laterally rotating the femur on the tibia during the closed chain portion of the gait cycle -lrb- one with the foot in contact with the ground -rrb- .","Relation: is, Related to: used<br/>Relation: used, Related to: for unlocking the knees<br/>Relation: unlocking, Related to: the knees","Relation: is used for, Related to: unlocking the knees when walking , by laterally rotating the femur on the tibia during the closed chain portion of the gait<br/>Relation: causes, Related to: cycle -lrb- one with the foot in contact with the ground -rrb-",1,1,,
joint,"Some joints , such as the knee , elbow , and shoulder , are self-lubricating , almost frictionless , and are able to withstand compression and maintain heavy loads while still executing smooth and precise movements .","Relation: are, Related to: self - lubricating , almost frictionless<br/>Relation: are, Related to: able to withstand compression and maintain heavy loads<br/>Relation: withstand, Related to: compression<br/>Relation: maintain, Related to: heavy loads","Relation: is defined as, Related to: knee , ,<br/>Relation: has the property, Related to: self-lubricating , almost frictionless , and able to withstand compression and maintain heavy loads while still executing smooth precise movements<br/>Relation: is a, Related to: and",1,3,,
pulley,"A pulley is a wheel on an axle or shaft that is designed to support movement and change of direction of a taut cable or belt , or transfer of power between the shaft and cable or belt .","Relation: is a, Related to: a wheel on an axle or shaft that designed of<br/>Relation: has the property, Related to: to support movement and change direction a<br/>Relation: is defined as, Related to: taut cable or belt , or transfer of power between the shaft and cable or belt","Relation: is, Related to: a wheel on an axle or shaft",0,1,,
